epoch,accuracy,loss,val_accuracy,val_loss
0,0.8770347833633423,0.27229517698287964,0.5,4.303009986877441
1,0.9412670731544495,0.1647031456232071,0.5,5.516959190368652
2,0.9597448110580444,0.1063409075140953,0.5,5.628883361816406
3,0.9819621443748474,0.04886287823319435,0.5,3.490604877471924
4,0.9738231301307678,0.07334144413471222,0.5,2.9487500190734863
5,0.9731632471084595,0.08587703853845596,0.5059701204299927,3.7264764308929443
6,0.9813022613525391,0.051074132323265076,0.5,3.5028529167175293
7,0.9885613918304443,0.029298210516572,0.5238806009292603,2.4721760749816895
8,0.9947206377983093,0.01491762325167656,0.674626886844635,1.4776393175125122
9,0.993620753288269,0.019869834184646606,0.9746268391609192,0.07554669678211212
10,0.9956005215644836,0.015310457907617092,0.9611940383911133,0.1124122366309166
11,0.9793224930763245,0.06495034694671631,0.8149253726005554,4.189714431762695
12,0.9830620288848877,0.054859910160303116,0.7417910695075989,0.9177247881889343
13,0.9725033044815063,0.08103349804878235,0.9522387981414795,0.14617528021335602
14,0.9868015646934509,0.03854097053408623,0.9611940383911133,0.10426821559667587
15,0.993840754032135,0.016663437709212303,0.9507462978363037,0.1287405788898468
16,0.9491860866546631,0.12284053862094879,0.8074626922607422,0.9186718463897705
17,0.9804223775863647,0.052629970014095306,0.9298507571220398,0.2411554753780365
18,0.9857017397880554,0.03817059472203255,0.9746268391609192,0.07690543681383133
19,0.993620753288269,0.017879050225019455,0.9597014784812927,0.161945179104805
