epoch,accuracy,loss,val_accuracy,val_loss
0,0.9071711301803589,0.2507510781288147,0.5,4.449726581573486
1,0.9326880574226379,0.1751779466867447,0.5,2.7787375450134277
2,0.9562252759933472,0.11611386388540268,0.5,3.076753854751587
3,0.9568851590156555,0.12375681102275848,0.5,5.997317314147949
4,0.9612846374511719,0.10106217116117477,0.49253731966018677,2.4714441299438477
5,0.9639243483543396,0.10293428599834442,0.5,5.4738593101501465
6,0.9727232456207275,0.07492043823003769,0.5014925599098206,2.976233959197998
7,0.9773427248001099,0.06264105439186096,0.5,4.954316139221191
8,0.977562665939331,0.056299082934856415,0.5611940026283264,1.993605136871338
9,0.9797624349594116,0.05581829696893692,0.5805970430374146,1.5313172340393066
10,0.9870215654373169,0.03751101344823837,0.5298507213592529,3.5280518531799316
11,0.9802023768424988,0.05487802252173424,0.5,27.049402236938477
12,0.9551253914833069,0.1253216564655304,0.658208966255188,6.057673454284668
13,0.9709634780883789,0.08042729645967484,0.5850746035575867,2.0242161750793457
14,0.9738231301307678,0.07159054279327393,0.5029850602149963,3.157280206680298
15,0.9784426093101501,0.05519577115774155,0.5,11.865945816040039
16,0.9762428402900696,0.06184418871998787,0.5,17.94713592529297
17,0.9764628410339355,0.06845337897539139,0.5,6.185576915740967
18,0.9854817390441895,0.04089336469769478,0.5,3.772569179534912
19,0.9870215654373169,0.03653627261519432,0.5,329.75238037109375
