epoch,accuracy,loss,val_accuracy,val_loss
0,0.7947646379470825,0.49746376276016235,0.8447760939598083,0.4078023433685303
1,0.8781346082687378,0.2896445095539093,0.920895516872406,0.18225622177124023
2,0.9553453326225281,0.12355317175388336,0.9582089781761169,0.11684810370206833
3,0.96810382604599,0.08901984244585037,0.920895516872406,0.18677380681037903
4,0.9698635935783386,0.086427241563797,0.9776119589805603,0.061457131057977676
5,0.9689837098121643,0.08133985102176666,0.9582089781761169,0.10969828069210052
6,0.9784426093101501,0.06193993613123894,0.9507462978363037,0.12978030741214752
7,0.9764628410339355,0.05954745411872864,0.9791044592857361,0.06125522032380104
8,0.9824020862579346,0.05172869563102722,0.9313432574272156,0.17722085118293762
9,0.9821821451187134,0.04932102933526039,0.9701492786407471,0.07483398914337158
10,0.9808623194694519,0.04837391898036003,0.9746268391609192,0.05818735435605049
11,0.9843818545341492,0.03989152982831001,0.9641790986061096,0.09774325788021088
12,0.9907611012458801,0.025246696546673775,0.9343283772468567,0.23070961236953735
13,0.9892212748527527,0.028554780408740044,0.9567164182662964,0.13423313200473785
14,0.9912010431289673,0.023069195449352264,0.983582079410553,0.04448045790195465
15,0.9918609857559204,0.021993476897478104,0.9104477763175964,0.27836278080940247
16,0.9923009276390076,0.020606694743037224,0.9716417789459229,0.12623156607151031
17,0.9920809268951416,0.021336382254958153,0.9701492786407471,0.08861395716667175
18,0.9947206377983093,0.01558186486363411,0.9567164182662964,0.1755581945180893
19,0.9947206377983093,0.012741059996187687,0.9791044592857361,0.0873851552605629
20,0.9978002905845642,0.006434529088437557,0.9567164182662964,0.19650311768054962
21,0.9962604641914368,0.011700627394020557,0.983582079410553,0.07560260593891144
22,0.9951605796813965,0.0112129095941782,0.9761193990707397,0.0894094780087471
23,0.9993400573730469,0.002651369897648692,0.9746268391609192,0.15645509958267212
24,0.990101158618927,0.0316840335726738,0.9268656969070435,0.27485930919647217
